Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Pos_Primary,Is_Multi_Pos,Player_Key,Season,Table_Type,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,MP_gk,Starts_gk,Min_gk,90s_gk,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_gk,PKA,PKsv,PKm,Save%.1,Squad_Original
656,Connal Trueman,eng ENG,GK,Birmingham,23.0,1996.0,10,10,900,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,connal trueman,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,21.7,90.0,1.0,0.0,,2.3,0.7,1.5,2.2,-0.7,-0.7,-0.31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,10.0,10.0,900,10.0,22.0,2.2,46.0,25.0,54.3,1.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Birmingham City
667,João Virgínia,pt POR,GK,Reading,19.0,1999.0,2,2,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,joao virginia,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,4.3,90.0,1.0,0.0,,3.0,0.0,1.0,2.5,-1.5,-1.5,-1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180,2.0,5.0,2.5,11.0,6.0,54.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,Reading
676,Christian Walton,eng ENG,GK,Blackburn,23.0,1995.0,46,46,"4,140",46.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.02,Matches,GK,False,christian walton,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,100.0,90.0,1.0,0.0,,0.0,1.37,1.43,1.37,0.07,0.07,,0.0,2.0,8.0,0.0,0.0,0.0,0.0,,,0.0,46.0,46.0,"4,140",46.0,63.0,1.37,175.0,121.0,69.1,17.0,12.0,17.0,12.0,26.1,10.0,9.0,1.0,0.0,10.0,Blackburn
677,Jack Walton,eng ENG,GK,Barnsley,21.0,1998.0,9,9,810,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,jack walton,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,19.6,90.0,1.0,0.0,,2.0,1.67,0.78,0.78,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,9.0,9.0,810,9.0,7.0,0.78,27.0,20.0,74.1,4.0,3.0,2.0,5.0,55.6,0.0,0.0,0.0,0.0,,Barnsley
686,Keiren Westwood,ie IRL,GK,Sheffield Wed,34.0,1984.0,14,14,"1,249",13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,keiren westwood,2019-2020,standard,0.0,0.0,,0.0,0.0,,,89,30.2,89.0,0.94,0.0,,0.14,1.29,1.22,1.08,0.14,0.14,0.46,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0,14.0,14.0,"1,249",13.9,15.0,1.08,43.0,31.0,72.1,5.0,3.0,6.0,4.0,28.6,3.0,3.0,0.0,0.0,0.0,Sheffield Weds
692,Joe Wildsmith,eng ENG,GK,Sheffield Wed,23.0,1995.0,9,9,810,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,joe wildsmith,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,19.6,90.0,1.0,0.0,,1.56,0.89,1.33,1.89,-0.56,-0.56,-0.47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,9.0,9.0,810,9.0,17.0,1.89,30.0,16.0,53.3,2.0,2.0,5.0,2.0,22.2,3.0,3.0,0.0,0.0,0.0,Sheffield Weds
711,Freddie Woodman,eng ENG,GK,Swansea,22.0,1997.0,43,43,"3,869",43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,freddie woodman,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,93.5,90.0,0.98,0.0,,0.0,1.47,1.28,1.16,0.12,0.12,-1.21,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,0.0,43.0,43.0,"3,869",43.0,50.0,1.16,152.0,107.0,68.4,16.0,15.0,12.0,12.0,27.9,5.0,2.0,3.0,0.0,60.0,Swansea City
13,Ryan Allsop,eng ENG,GK,Wycombe,28.0,1992.0,29,29,"2,610",29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,ryan allsop,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,63.0,90.0,1.0,0.0,,0.45,0.66,0.76,1.76,-1.0,-1.0,-0.94,0.0,0.0,0.1,0.0,0.0,0.14,0.0,,,0.0,29.0,29.0,"2,610",29.0,1.76,1.76,4.86,3.28,67.4,0.14,0.24,0.62,0.14,13.8,0.17,0.17,0.0,0.0,0.0,Wycombe
20,Jordan Archer,sct SCO,GK,Middlesbrough,27.0,1993.0,5,5,450,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,jordan archer,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,10.9,90.0,1.0,0.0,,3.8,1.4,1.4,1.6,-0.2,-0.2,-0.27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,5.0,5.0,450,5.0,1.6,1.6,2.8,1.6,50.0,0.4,0.2,0.4,0.0,0.0,0.4,0.2,0.2,0.0,50.0,Middlesbrough
30,Daniel Bachmann,at AUT,GK,Watford,26.0,1994.0,23,23,"2,070",23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,daniel bachmann,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,50.0,90.0,1.0,0.0,,1.0,2.22,1.57,0.57,1.0,1.0,0.57,0.0,0.09,0.09,0.0,0.0,0.0,0.0,,,0.0,23.0,23.0,"2,070",23.0,0.57,0.57,2.0,1.52,76.1,0.7,0.13,0.17,0.57,56.5,0.13,0.09,0.04,0.0,33.3,Watford
45,Daniel Barden,wls WAL,GK,Norwich,19.0,2001.0,2,1,135,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,daniel barden,2020-2021,standard,0.0,0.0,,0.0,0.0,,,68,3.3,90.0,0.67,0.67,45.0,14.7,2.0,2.0,1.33,0.67,0.67,-0.19,0.0,0.0,0.67,0.0,0.0,0.0,0.0,,,0.0,2.0,1.0,135,1.5,1.33,1.33,4.0,3.33,83.3,0.67,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.0,0.0,Norwich City
52,Asmir Begović,ba BIH,GK,Bournemouth,33.0,1987.0,45,45,"4,050",45.0,0.0,0.02,0.02,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.02,0.0,0.02,Matches,GK,False,asmir begovic,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,97.8,90.0,1.0,0.0,,0.0,1.64,1.56,0.98,0.58,0.58,-0.42,0.0,0.02,0.13,0.0,0.0,0.02,0.02,,,0.0,45.0,45.0,"4,050",45.0,0.98,0.98,3.49,2.62,74.5,0.47,0.24,0.29,0.33,33.3,0.11,0.09,0.02,0.0,20.0,Bournemouth
56,Steven Benda,de GER,GK,Swansea,21.0,1998.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,steven benda,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,2.2,90.0,1.0,0.0,,22.0,3.0,2.0,1.0,1.0,1.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90,1.0,1.0,1.0,5.0,4.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Swansea City
63,Daniel Bentley,eng ENG,GK,Bristol City,27.0,1993.0,43,43,"3,870",43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,daniel bentley,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,93.5,90.0,1.0,0.0,,0.02,1.14,1.0,1.44,-0.44,-0.44,0.56,0.0,0.02,0.3,0.0,0.0,0.0,0.0,,,0.02,43.0,43.0,"3,870",43.0,1.44,1.44,4.05,2.72,66.7,0.35,0.09,0.56,0.21,20.9,0.12,0.09,0.02,0.0,20.0,Bristol City
66,Marcus Bettinelli,eng ENG,GK,Middlesbrough,28.0,1992.0,41,41,"3,690",41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,marcus bettinelli,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,89.1,90.0,1.0,0.0,,0.12,1.39,1.17,1.1,0.07,0.07,0.27,0.0,0.02,0.1,0.0,0.0,0.0,0.0,,,0.0,41.0,41.0,"3,690",41.0,1.1,1.1,2.88,1.88,65.3,0.39,0.22,0.39,0.32,31.7,0.12,0.1,0.0,0.02,0.0,Middlesbrough
68,Bartosz Białkowski,pl POL,GK,Millwall,33.0,1987.0,46,46,"4,140",46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,bartosz biakowski,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,100.0,90.0,1.0,0.0,,0.0,1.35,1.02,1.13,-0.11,-0.11,,0.0,0.0,0.17,0.0,0.0,0.02,0.0,,,0.0,46.0,46.0,"4,140",46.0,1.13,1.13,3.65,2.59,70.2,0.33,0.37,0.3,0.37,37.0,0.09,0.04,0.02,0.02,33.3,Millwall
75,Jamal Blackman,eng ENG,GK,Rotherham,26.0,1993.0,26,25,"2,334",25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,jamal blackman,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,56.4,90.0,0.97,0.04,84.0,0.62,0.77,0.93,1.43,-0.5,-0.5,-0.35,0.0,0.04,0.27,0.0,0.0,0.0,0.04,,,0.0,26.0,25.0,"2,334",25.9,1.43,1.43,3.94,2.74,69.6,0.15,0.31,0.5,0.19,20.0,0.23,0.23,0.0,0.0,0.0,Rotherham
106,Josef Bursik,eng ENG,GK,Stoke,20.0,2000.0,15,15,"1,350",15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,josef bursik,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,32.6,90.0,1.0,0.0,,0.4,1.27,1.07,1.07,0.0,0.0,0.06,0.0,0.07,0.2,0.0,0.0,0.07,0.0,,,0.0,15.0,15.0,"1,350",15.0,1.07,1.07,2.4,1.4,58.3,0.27,0.47,0.27,0.47,46.7,0.07,0.07,0.0,0.0,0.0,Stoke City
110,Rafael Cabral,br BRA,GK,Reading,30.0,1990.0,45,45,"4,050",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,rafael cabral,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,97.8,90.0,1.0,0.0,,0.0,1.53,1.33,1.16,0.18,0.18,0.18,0.0,0.0,0.09,0.0,0.0,0.02,0.02,,,0.0,45.0,45.0,"4,050",45.0,1.16,1.16,3.29,2.22,66.9,0.42,0.27,0.31,0.38,37.8,0.11,0.07,0.04,0.0,40.0,Reading
122,Joel Castro Pereira,pt POR,GK,Huddersfield,24.0,1996.0,2,2,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,joel castro pereira,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,4.3,90.0,1.0,0.0,,16.5,0.0,1.5,5.5,-4.0,-4.0,-3.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180,2.0,5.5,5.5,9.0,4.0,44.4,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,Huddersfield
143,Bradley Collins,eng ENG,GK,Barnsley,23.0,1997.0,22,22,"1,980",22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,bradley collins,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,47.8,90.0,1.0,0.0,,0.95,1.88,1.45,0.91,0.55,0.55,0.71,0.0,0.0,0.14,0.0,0.0,0.0,0.0,,,0.0,22.0,22.0,"1,980",22.0,0.91,0.91,2.73,1.82,66.7,0.59,0.23,0.18,0.41,40.9,0.0,0.0,0.0,0.0,,Barnsley
171,Luke Daniels,eng ENG,GK,Brentford,32.0,1988.0,4,4,360,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,luke daniels,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,8.7,90.0,1.0,0.0,,10.5,1.0,1.5,1.5,0.0,0.0,-0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.0,4.0,360,4.0,1.5,1.5,4.25,2.75,64.7,0.25,0.25,0.5,0.25,25.0,0.0,0.0,0.0,0.0,,Brentford
176,Adam Davies,wls WAL,GK,Stoke,28.0,1992.0,17,17,"1,485",16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,adam davies,2020-2021,standard,0.0,0.0,,0.0,0.0,,,87,35.9,87.0,0.97,0.0,,0.48,1.41,0.97,0.91,0.06,0.06,0.16,0.0,0.0,0.18,0.0,0.0,0.0,0.0,,,0.0,17.0,17.0,"1,485",16.5,0.91,0.91,2.79,1.82,67.4,0.36,0.36,0.3,0.48,47.1,0.0,0.0,0.0,0.0,,Stoke City
179,Cameron Dawson,eng ENG,GK,Sheffield Wed,25.0,1995.0,8,8,720,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,cameron dawson,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,17.4,90.0,1.0,0.0,,1.0,1.0,0.63,1.13,-0.5,-0.5,-0.05,0.0,0.13,0.0,0.0,0.0,0.0,0.0,,,0.0,8.0,8.0,720,8.0,1.13,1.13,3.13,2.13,68.0,0.25,0.25,0.5,0.38,37.5,0.13,0.13,0.0,0.0,0.0,Sheffield Weds
192,Seny Dieng,sn SEN,GK,QPR,25.0,1994.0,42,42,"3,747",41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,seny dieng,2020-2021,standard,0.0,0.0,,0.0,0.0,,,89,90.5,89.0,0.99,0.0,,0.02,1.4,1.18,1.25,-0.07,-0.07,-1.22,0.0,0.02,0.24,0.0,0.0,0.02,0.0,,,0.0,42.0,42.0,"3,747",41.6,1.25,1.25,3.94,2.86,72.0,0.38,0.26,0.36,0.26,26.2,0.17,0.14,0.02,0.0,14.3,QPR
214,Neil Etheridge,ph PHI,GK,Birmingham,30.0,1990.0,43,43,"3,870",43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,neil etheridge,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,93.5,90.0,1.0,0.0,,0.02,1.14,0.79,1.21,-0.42,-0.42,1.58,0.0,0.02,0.05,0.0,0.02,0.0,0.05,,,0.02,43.0,43.0,"3,870",43.0,1.21,1.21,3.3,2.3,67.6,0.28,0.3,0.42,0.3,30.2,0.21,0.14,0.07,0.0,33.3,Birmingham City
233,Ben Foster,eng ENG,GK,Watford,37.0,1983.0,23,23,"2,070",23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,ben foster,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,50.0,90.0,1.0,0.0,,0.39,1.74,1.17,0.74,0.43,0.43,-0.57,0.0,0.0,0.04,0.0,0.0,0.04,0.09,,,0.0,23.0,23.0,"2,070",23.0,0.74,0.74,2.65,2.0,73.8,0.48,0.3,0.22,0.43,43.5,0.09,0.04,0.04,0.0,50.0,Watford
274,Angus Gunn,sct SCO,GK,Stoke,24.0,1996.0,15,14,"1,305",14.5,0.0,0.07,0.07,0.0,0.0,0.0,0.14,0.0,0.0,0.07,0.07,0.0,0.07,Matches,GK,False,angus gunn,2020-2021,standard,0.0,0.0,,0.0,0.0,,,87,31.5,90.0,0.97,0.07,45.0,0.48,1.13,1.24,1.45,-0.21,-0.21,-0.24,0.0,0.14,0.07,0.0,0.0,0.14,0.0,,,0.0,15.0,14.0,"1,305",14.5,1.45,1.45,3.45,2.21,64.0,0.34,0.14,0.48,0.41,42.9,0.21,0.21,0.0,0.0,0.0,Stoke City
282,Ben Hamer,eng ENG,GK,Huddersfield,32.0,1987.0,15,15,"1,305",14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,ben hamer,2020-2021,standard,0.0,0.0,,0.0,0.0,,,87,31.5,87.0,0.97,0.0,,0.21,1.33,1.1,1.31,-0.21,-0.21,0.36,0.0,0.07,0.34,0.0,0.0,0.14,0.0,,,0.0,15.0,15.0,"1,305",14.5,1.31,1.31,3.72,2.48,66.7,0.41,0.14,0.48,0.34,33.3,0.07,0.07,0.0,0.0,0.0,Huddersfield
327,Daniel Iversen,dk DEN,GK,Preston,23.0,1997.0,23,23,"2,070",23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,daniel iversen,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,50.0,90.0,1.0,0.0,,0.0,1.26,0.83,1.09,-0.26,-0.26,-0.22,0.0,0.0,0.13,0.0,0.0,0.04,0.0,,,0.04,23.0,23.0,"2,070",23.0,1.09,1.09,3.74,2.74,74.4,0.35,0.22,0.43,0.39,39.1,0.17,0.13,0.0,0.04,0.0,Preston
335,Zach Jeacock,eng ENG,GK,Birmingham,19.0,2001.0,2,2,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,zach jeacock,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,4.3,90.0,1.0,0.0,,1.0,1.5,0.5,2.0,-1.5,-1.5,-1.02,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180,2.0,2.0,2.0,5.5,3.5,63.6,0.5,0.0,0.5,0.5,50.0,0.0,0.0,0.0,0.0,,Birmingham City
342,Viktor Johansson,se SWE,GK,Rotherham,21.0,1998.0,21,21,"1,806",20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,viktor johansson,2020-2021,standard,0.0,0.0,,0.0,0.0,,,86,43.6,86.0,1.0,0.0,,1.14,1.05,1.0,1.14,-0.15,-0.15,0.35,0.0,0.0,0.4,0.0,0.0,0.1,0.05,,,0.0,21.0,21.0,"1,806",20.1,1.14,1.15,3.83,2.69,70.1,0.35,0.05,0.65,0.2,19.0,0.0,0.0,0.0,0.0,,Rotherham
357,Thomas Kaminski,be BEL,GK,Blackburn,27.0,1992.0,43,43,"3,870",43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,thomas kaminski,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,93.5,90.0,1.0,0.0,,0.0,1.3,1.47,1.12,0.35,0.35,1.68,0.0,0.09,0.12,0.0,0.0,0.0,0.05,,,0.0,43.0,43.0,"3,870",43.0,1.12,1.12,3.33,2.3,69.2,0.35,0.26,0.4,0.23,23.3,0.09,0.09,0.0,0.0,0.0,Blackburn
378,Tim Krul,nl NED,GK,Norwich,32.0,1988.0,36,36,"3,189",35.4,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,tim krul,2020-2021,standard,0.0,0.0,,0.0,0.0,,,89,77.0,89.0,0.99,0.0,,0.0,2.14,1.67,0.65,1.02,1.02,0.73,0.0,0.0,0.25,0.0,0.0,0.03,0.06,,,0.0,36.0,36.0,"3,189",35.4,0.65,0.65,3.11,2.54,80.0,0.65,0.23,0.14,0.48,47.2,0.14,0.03,0.06,0.06,66.7,Norwich City
400,Joe Lumley,eng ENG,GK,QPR,25.0,1995.0,5,4,391,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,joe lumley,2020-2021,standard,0.0,0.0,,0.0,0.0,,,78,9.4,90.0,0.93,0.23,31.0,4.19,2.4,1.86,0.7,1.16,1.15,1.22,0.0,0.0,0.47,0.0,0.0,0.0,0.0,,,0.0,5.0,4.0,391,4.3,0.7,0.69,3.02,2.33,76.9,0.7,0.0,0.23,0.7,75.0,0.0,0.0,0.0,0.0,,QPR
412,Marko Maroši,sk SVK,GK,Coventry,26.0,1993.0,20,20,"1,799",20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,marko marosi,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,43.5,90.0,0.95,0.0,,0.75,0.95,1.25,1.85,-0.6,-0.6,-0.6,0.0,0.0,0.15,0.0,0.0,0.05,0.0,,,0.0,20.0,20.0,"1,799",20.0,1.85,1.85,4.55,2.9,63.7,0.25,0.2,0.55,0.2,20.0,0.2,0.2,0.0,0.0,0.0,Coventry City
415,David Marshall,sct SCO,GK,Derby,35.0,1985.0,33,33,"2,921",32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,david marshall,2020-2021,standard,0.0,0.0,,0.0,0.0,,,89,70.6,89.0,0.98,0.0,,0.18,1.03,0.77,1.23,-0.46,-0.46,0.05,0.0,0.0,0.12,0.0,0.0,0.0,0.03,,,0.0,33.0,33.0,"2,921",32.5,1.23,1.23,3.51,2.31,65.8,0.28,0.22,0.52,0.28,27.3,0.06,0.03,0.0,0.03,0.0,Derby County
434,Michael McGovern,nir NIR,GK,Norwich,36.0,1984.0,10,9,816,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,michael mcgovern,2020-2021,standard,0.0,0.0,,0.0,0.0,,,82,19.7,85.0,0.88,0.11,51.0,1.32,2.0,1.43,1.21,0.22,0.22,-0.78,0.0,0.0,0.33,0.0,0.0,0.0,0.0,,,0.0,10.0,9.0,816,9.1,1.21,1.21,3.52,2.42,68.8,0.55,0.22,0.22,0.11,11.1,0.11,0.11,0.0,0.0,0.0,Norwich City
487,Max O'Leary,ie IRL,GK,Bristol City,23.0,1996.0,3,3,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,max o'leary,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,6.5,90.0,1.0,0.0,,14.3,0.67,1.0,2.0,-1.0,-1.0,-0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.0,3.0,270,3.0,2.0,2.0,5.67,4.0,70.6,0.0,0.67,0.33,0.33,33.3,0.33,0.33,0.0,0.0,0.0,Bristol City
517,Aynsley Pears,eng ENG,GK,Blackburn,22.0,1998.0,3,3,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,aynsley pears,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,6.5,90.0,1.0,0.0,,12.3,0.33,0.67,2.0,-1.33,-1.33,-1.68,0.0,0.0,0.33,0.0,0.0,0.0,0.0,,,0.0,3.0,3.0,270,3.0,2.0,2.0,3.67,1.67,45.5,0.0,0.33,0.67,0.33,33.3,0.0,0.0,0.0,0.0,,Blackburn
528,Dillon Phillips,eng ENG,GK,Cardiff,25.0,1995.0,16,15,"1,430",15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,dillon phillips,2020-2021,standard,0.0,0.0,,0.0,0.0,,,89,34.5,90.0,0.94,0.06,80.0,1.64,1.94,1.7,0.82,0.88,0.88,0.78,0.0,0.0,0.13,0.0,0.0,0.0,0.0,,,0.0,16.0,15.0,"1,430",15.9,0.82,0.82,2.96,2.26,72.3,0.5,0.25,0.19,0.5,53.3,0.19,0.0,0.13,0.06,100.0,Cardiff City
547,David Raya,es ESP,GK,Brentford,24.0,1995.0,42,42,"3,780",42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,david raya,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,91.3,90.0,1.0,0.0,,0.07,1.98,1.74,0.86,0.88,0.88,0.88,0.0,0.02,0.17,0.0,0.0,0.0,0.0,,,0.02,42.0,42.0,"3,780",42.0,0.86,0.86,2.95,2.17,74.2,0.55,0.33,0.12,0.38,38.1,0.1,0.1,0.0,0.0,0.0,Brentford
557,Connor Ripley,eng ENG,GK,Preston,27.0,1993.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,connor ripley,2020-2021,standard,0.0,0.0,,0.0,0.0,,,90,2.2,90.0,1.0,0.0,,40.0,0.0,0.0,1.0,-1.0,-1.0,-0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Preston
570,Kelle Roos,nl NED,GK,Derby,28.0,1992.0,14,13,"1,219",13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,kelle roos,2020-2021,standard,0.0,0.0,,0.0,0.0,,,87,29.4,90.0,0.96,0.07,49.0,2.37,0.79,0.81,1.33,-0.52,-0.52,-0.05,0.0,0.0,0.07,0.0,0.0,0.0,0.0,,,0.0,14.0,13.0,"1,219",13.5,1.33,1.33,3.26,2.0,61.4,0.15,0.3,0.52,0.22,23.1,0.07,0.07,0.0,0.0,0.0,Derby County
