Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Pos_Primary,Is_Multi_Pos,Player_Key,Season,Table_Type,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,MP_gk,Starts_gk,Min_gk,90s_gk,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_gk,PKA,PKsv,PKm,Save%.1,Squad_Original
337,Daniel Iversen,dk DEN,GK,Preston,24.0,1997.0,46,45,"4,128",45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,daniel iversen,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,99.7,90.0,0.98,0.02,78.0,0.0,1.39,1.11,1.22,-0.11,-0.11,-7.61,0.0,0.0,0.11,0.0,0.0,0.0,0.0,,,0.0,46.0,45.0,"4,128",45.9,1.22,1.22,3.92,2.75,70.6,0.35,0.35,0.28,0.28,28.9,0.07,0.07,0.0,0.0,0.0,Preston
340,Karl Jakob Hein,ee EST,GK,Reading,19.0,2002.0,5,5,450,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,karl jakob hein,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,10.9,90.0,1.0,0.0,,0.2,1.4,1.6,1.6,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,5.0,5.0,450,5.0,1.6,1.6,5.4,3.8,70.4,0.4,0.2,0.4,0.2,20.0,0.0,0.0,0.0,0.0,,Reading
346,Zach Jeacock,eng ENG,GK,Birmingham,20.0,2001.0,2,2,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,zach jeacock,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,4.3,90.0,1.0,0.0,,1.0,0.0,1.5,5.0,-3.5,-3.5,-3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180,2.0,5.0,5.0,6.5,2.0,30.8,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,Birmingham City
355,Sam Johnstone,eng ENG,GK,West Brom,28.0,1993.0,36,36,"3,239",36.0,0.0,0.03,0.03,0.0,0.0,0.0,0.11,0.03,0.0,0.03,0.03,0.0,0.03,Matches,GK,False,sam johnstone,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,78.2,90.0,0.97,0.0,,0.03,1.47,1.11,0.92,0.19,0.19,0.19,0.0,0.03,0.0,0.0,0.0,0.0,0.0,,,0.0,36.0,36.0,"3,239",36.0,0.92,0.92,2.39,1.53,64.0,0.39,0.31,0.31,0.42,41.7,0.08,0.06,0.03,0.0,33.3,West Brom
368,Thomas Kaminski,be BEL,GK,Blackburn,28.0,1992.0,44,44,"3,925",43.6,0.0,0.02,0.02,0.0,0.0,0.0,0.09,0.0,0.0,0.02,0.02,0.0,0.02,Matches,GK,False,thomas kaminski,2021-2022,standard,0.0,0.0,,0.0,0.0,,,89,94.8,89.0,0.99,0.0,,0.0,1.43,1.28,1.15,0.14,0.14,-1.12,0.0,0.0,0.16,0.0,0.0,0.02,0.02,,,0.02,44.0,44.0,"3,925",43.6,1.15,1.15,3.94,2.82,71.5,0.39,0.28,0.34,0.3,29.5,0.02,0.02,0.0,0.0,0.0,Blackburn
421,Joe Lumley,eng ENG,GK,Middlesbrough,26.0,1995.0,34,34,"3,060",34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,joe lumley,2021-2022,standard,0.06,0.0,0.0,0.06,0.0,0.0,,90,73.9,90.0,1.0,0.0,,0.29,1.59,1.32,1.0,0.32,0.32,0.49,0.0,0.0,0.06,0.0,0.0,0.0,0.06,,,0.03,34.0,34.0,"3,060",34.0,1.0,1.0,2.97,1.97,66.3,0.47,0.18,0.35,0.38,38.2,0.0,0.0,0.0,0.0,,Middlesbrough
436,David Marshall,sct SCO,GK,QPR,36.0,1985.0,11,10,945,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,david marshall,2021-2022,standard,0.0,0.0,,0.0,0.0,,,86,22.8,90.0,0.95,0.1,45.0,0.19,1.27,1.24,1.24,0.0,0.0,-0.03,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,,0.0,11.0,10.0,945,10.5,1.24,1.24,5.52,4.29,77.6,0.38,0.19,0.38,0.29,30.0,0.0,0.0,0.0,0.0,,QPR
440,Chris Maxwell,wls WAL,GK,Blackpool,31.0,1990.0,21,20,"1,842",20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,chris maxwell,2021-2022,standard,0.0,0.0,,0.0,0.0,,,88,44.5,89.0,0.93,0.05,71.0,0.05,1.1,1.07,1.51,-0.44,-0.44,-0.64,0.0,0.0,0.29,0.0,0.0,0.0,0.0,,,0.0,21.0,20.0,"1,842",20.5,1.51,1.51,4.68,3.17,67.7,0.29,0.24,0.44,0.15,15.0,0.0,0.0,0.0,0.0,,Blackpool
471,Simon Moore,eng ENG,GK,Coventry,31.0,1990.0,41,41,"3,690",41.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.02,Matches,GK,False,simon moore,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,89.1,90.0,1.0,0.0,,0.1,1.44,1.32,1.32,0.0,0.0,-0.2,0.0,0.02,0.07,0.0,0.0,0.02,0.0,,,0.0,41.0,41.0,"3,690",41.0,1.32,1.32,3.49,2.27,65.7,0.39,0.27,0.34,0.22,22.0,0.12,0.12,0.0,0.0,0.0,Coventry City
472,Stuart Moore,eng ENG,GK,Blackpool,26.0,1994.0,1,0,29,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,stuart moore,2021-2022,standard,0.0,0.0,,0.0,0.0,,,29,0.7,,0.0,3.33,29.0,103.3,3.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,29,0.3,0.0,0.0,3.33,3.33,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Blackpool
490,Lee Nicholls,eng ENG,GK,Huddersfield,28.0,1992.0,43,43,"3,870",43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,lee nicholls,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,93.5,90.0,1.0,0.0,,0.02,1.78,1.4,0.95,0.44,0.44,1.11,0.0,0.0,0.16,0.0,0.0,0.02,0.0,,,0.02,43.0,43.0,"3,870",43.0,0.95,0.95,4.07,3.19,78.3,0.51,0.28,0.21,0.42,41.9,0.09,0.07,0.0,0.02,0.0,Huddersfield
496,Ørjan Nyland,no NOR,GK,Bournemouth,30.0,1990.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,rjan nyland,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,2.2,90.0,1.0,0.0,,22.0,1.0,0.0,0.0,0.0,0.0,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Bournemouth
497,Ørjan Nyland,no NOR,GK,Reading,30.0,1990.0,10,10,900,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,rjan nyland,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,21.7,90.0,1.0,0.0,,0.1,1.2,1.2,1.5,-0.3,-0.3,0.53,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,,0.0,10.0,10.0,900,10.0,1.5,1.5,3.7,2.3,62.2,0.3,0.3,0.4,0.1,10.0,0.1,0.1,0.0,0.0,0.0,Reading
501,Max O'Leary,ie IRL,GK,Bristol City,24.0,1996.0,9,9,782,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,max o'leary,2021-2022,standard,0.0,0.0,,0.0,0.0,,,87,18.9,87.0,0.92,0.0,,3.68,1.11,1.84,2.41,-0.57,-0.58,-0.31,0.0,0.0,0.57,0.0,0.0,0.0,0.0,,,0.0,9.0,9.0,782,8.7,2.41,2.42,4.02,1.95,48.6,0.34,0.11,0.57,0.0,0.0,0.34,0.34,0.0,0.0,0.0,Bristol City
514,Robin Olsen,se SWE,GK,Sheffield Utd,31.0,1990.0,11,11,990,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,robin olsen,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,23.9,90.0,1.0,0.0,,0.0,1.27,1.36,1.55,-0.18,-0.18,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,11.0,11.0,990,11.0,1.55,1.55,3.91,2.45,62.8,0.36,0.18,0.45,0.09,9.1,0.09,0.09,0.0,0.0,0.0,Sheffield United
524,Alex Palmer,eng ENG,GK,Luton,24.0,1996.0,2,2,180,2.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,Matches,GK,False,alex palmer,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,4.3,90.0,1.0,0.0,,0.0,1.5,1.0,1.0,0.0,0.0,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180,2.0,1.0,1.0,2.5,2.0,80.0,0.5,0.0,0.5,0.5,50.0,0.5,0.5,0.0,0.0,0.0,Luton Town
531,Aynsley Pears,eng ENG,GK,Blackburn,23.0,1998.0,3,2,215,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,aynsley pears,2021-2022,standard,0.0,0.0,,0.0,0.0,,,72,5.2,90.0,0.83,0.42,35.0,15.4,3.0,1.25,0.0,1.25,1.26,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.0,2.0,215,2.4,0.0,0.0,3.33,3.33,100.0,0.83,0.0,0.0,1.25,150.0,0.0,0.0,0.0,0.0,,Blackburn
536,Dillon Phillips,eng ENG,GK,Cardiff,26.0,1995.0,17,17,"1,530",17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,dillon phillips,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,37.0,90.0,1.0,0.0,,1.71,1.06,1.0,1.53,-0.53,-0.53,-0.22,0.0,0.06,0.18,0.0,0.0,0.0,0.06,,,0.0,17.0,17.0,"1,530",17.0,1.53,1.53,4.0,2.53,63.2,0.29,0.18,0.53,0.12,11.8,0.06,0.06,0.0,0.0,0.0,Cardiff City
551,Christy Pym,eng ENG,GK,Peterborough,26.0,1995.0,7,7,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,christy pym,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,15.2,90.0,1.0,0.0,,0.0,0.57,1.0,2.43,-1.43,-1.43,-0.56,0.0,0.0,0.14,0.0,0.0,0.0,0.14,,,0.0,7.0,7.0,630,7.0,2.43,2.43,5.14,2.71,52.8,0.14,0.14,0.71,0.0,0.0,0.0,0.0,0.0,0.0,,Peterborough
557,Aaron Ramsdale,eng ENG,GK,Sheffield Utd,23.0,1998.0,2,2,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,aaron ramsdale,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,4.3,90.0,1.0,0.0,,0.0,0.5,0.0,0.5,-0.5,-0.5,-0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180,2.0,0.5,0.5,1.5,1.0,66.7,0.0,0.5,0.5,0.5,50.0,0.0,0.0,0.0,0.0,,Sheffield United
577,Marek Rodák,sk SVK,GK,Fulham,24.0,1996.0,33,33,"2,970",33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,marek rodak,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,71.7,90.0,1.0,0.0,,0.33,2.09,2.52,0.79,1.73,1.73,1.27,0.0,0.0,0.09,0.0,0.0,0.0,0.0,,,0.0,33.0,33.0,"2,970",33.0,0.79,0.79,2.79,2.09,75.0,0.64,0.18,0.18,0.42,42.4,0.09,0.09,0.0,0.0,0.0,Fulham
581,Kelle Roos,nl NED,GK,Derby,29.0,1992.0,18,17,"1,515",16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,kelle roos,2021-2022,standard,0.0,0.0,,0.0,0.0,,,84,36.6,88.0,0.95,0.06,19.0,1.49,1.06,0.95,1.01,-0.06,-0.06,0.18,0.0,0.06,0.18,0.0,0.0,0.06,0.0,,,0.0,18.0,17.0,"1,515",16.8,1.01,1.01,3.81,2.92,75.0,0.24,0.42,0.36,0.3,29.4,0.12,0.06,0.06,0.0,50.0,Derby County
585,Declan Rudd,eng ENG,GK,Preston,30.0,1991.0,1,1,12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,declan rudd,2021-2022,standard,0.0,0.0,,0.0,0.0,,,12,0.3,12.0,0.0,0.0,,150.0,0.0,10.0,0.0,10.0,7.5,7.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,12,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,Preston
589,Brice Samba,fr FRA,GK,Nott'm Forest,27.0,1994.0,40,40,"3,594",39.9,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.03,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,brice samba,2021-2022,standard,0.03,0.0,0.0,0.03,0.0,0.0,,90,86.8,90.0,0.98,0.0,,0.08,1.74,1.55,0.88,0.68,0.68,-0.31,0.0,0.03,0.05,0.0,0.0,0.05,0.0,,,0.0,40.0,40.0,"3,594",39.9,0.88,0.88,3.53,2.81,78.7,0.5,0.23,0.28,0.35,35.0,0.15,0.13,0.03,0.0,16.7,Nottingham
594,Matija Šarkić,me MNE,GK,Birmingham,24.0,1997.0,23,23,"2,070",23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,matija sarkic,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,50.0,90.0,1.0,0.0,,0.0,1.17,0.96,1.26,-0.3,-0.3,0.48,0.0,0.04,0.0,0.0,0.0,0.13,0.04,,,0.0,23.0,23.0,"2,070",23.0,1.26,1.26,3.52,2.39,67.9,0.3,0.26,0.43,0.43,43.5,0.13,0.13,0.0,0.0,0.0,Birmingham City
600,Ryan Schofield,eng ENG,GK,Huddersfield,21.0,1999.0,2,2,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,ryan schofield,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,4.3,90.0,1.0,0.0,,6.0,0.5,1.0,3.0,-2.0,-2.0,-2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180,2.0,3.0,3.0,7.0,4.0,57.1,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,Huddersfield
608,James Shea,eng ENG,GK,Luton,30.0,1991.0,19,19,"1,664",18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,james shea,2021-2022,standard,0.0,0.0,,0.0,0.0,,,88,40.2,88.0,0.97,0.0,,1.08,1.84,1.41,0.97,0.43,0.43,0.43,0.0,0.0,0.11,0.0,0.0,0.0,0.0,,,0.0,19.0,19.0,"1,664",18.5,0.97,0.97,3.68,2.76,75.0,0.54,0.27,0.22,0.43,42.1,0.05,0.05,0.0,0.0,0.0,Luton Town
620,Simon Sluga,hr CRO,GK,Luton,28.0,1993.0,19,19,"1,710",19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,simon sluga,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,41.3,90.0,1.0,0.0,,0.26,1.26,1.42,1.37,0.05,0.05,-0.21,0.0,0.0,0.21,0.0,0.0,0.05,0.0,,,0.0,19.0,19.0,"1,710",19.0,1.37,1.37,2.95,1.68,55.4,0.32,0.32,0.37,0.37,36.8,0.11,0.05,0.05,0.0,50.0,Luton Town
628,Alex Smithies,eng ENG,GK,Cardiff,31.0,1990.0,29,29,"2,610",29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,alex smithies,2021-2022,standard,0.03,0.0,0.0,0.03,0.0,0.0,,90,63.0,90.0,1.0,0.0,,0.34,1.21,1.14,1.45,-0.31,-0.31,0.22,0.0,0.0,0.03,0.0,0.0,0.0,0.0,,,0.03,29.0,29.0,"2,610",29.0,1.45,1.45,3.28,1.86,56.8,0.34,0.17,0.48,0.17,17.2,0.03,0.03,0.0,0.0,0.0,Cardiff City
632,Luke Southwood,nir NIR,GK,Reading,23.0,1997.0,25,25,"2,250",25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,luke southwood,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,54.3,90.0,1.0,0.0,,0.84,0.96,0.96,1.92,-0.96,-0.96,-0.53,0.0,0.0,0.28,0.0,0.0,0.0,0.0,,,0.0,25.0,25.0,"2,250",25.0,1.92,1.92,5.52,3.68,66.7,0.28,0.12,0.6,0.12,12.0,0.08,0.08,0.0,0.0,0.0,Reading
643,Jed Steer,eng ENG,GK,Luton,28.0,1992.0,3,3,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,jed steer,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,6.5,90.0,1.0,0.0,,1.0,3.0,1.67,0.33,1.33,1.33,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.0,3.0,270,3.0,0.33,0.33,2.67,2.33,87.5,1.0,0.0,0.0,0.67,66.7,0.0,0.0,0.0,0.0,,Luton Town
680,Mark Travers,ie IRL,GK,Bournemouth,22.0,1999.0,45,45,"4,050",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,mark travers,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,97.8,90.0,1.0,0.0,,0.0,1.93,1.64,0.87,0.78,0.78,0.78,0.0,0.0,0.09,0.0,0.0,0.02,0.0,,,0.0,45.0,45.0,"4,050",45.0,0.87,0.87,3.47,2.67,76.9,0.56,0.27,0.18,0.44,44.4,0.07,0.07,0.0,0.0,0.0,Bournemouth
682,Connal Trueman,eng ENG,GK,Birmingham,25.0,1996.0,1,0,21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,connal trueman,2021-2022,standard,0.0,0.0,,0.0,0.0,,,21,0.5,,0.0,5.0,21.0,165.0,0.0,0.0,5.0,-5.0,-4.29,-3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,21,0.2,5.0,4.29,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Birmingham City
690,Michael Verrips,nl NED,GK,Sheffield Utd,24.0,1996.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,michael verrips,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,2.2,90.0,1.0,0.0,,7.0,0.0,0.0,4.0,-4.0,-4.0,-4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90,1.0,4.0,4.0,5.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Sheffield United
702,Jack Walton,eng ENG,GK,Barnsley,23.0,1998.0,7,6,607,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,jack walton,2021-2022,standard,0.0,0.0,,0.0,0.0,,,87,14.7,90.0,0.9,0.15,67.0,5.67,0.14,0.6,2.69,-2.09,-2.08,-1.41,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,,0.0,7.0,6.0,607,6.7,2.69,2.67,5.82,3.43,56.4,0.0,0.15,0.75,0.0,0.0,0.3,0.15,0.15,0.0,50.0,Barnsley
711,Keiren Westwood,ie IRL,GK,QPR,36.0,1984.0,6,6,540,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,keiren westwood,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,13.0,90.0,1.0,0.0,,0.0,0.67,0.67,1.5,-0.83,-0.83,-0.98,0.0,0.0,0.33,0.0,0.0,0.0,0.0,,,0.0,6.0,6.0,540,6.0,1.5,1.5,4.33,3.17,73.1,0.17,0.17,0.67,0.17,16.7,0.33,0.33,0.0,0.0,0.0,QPR
727,Ben Wilson,eng ENG,GK,Coventry,28.0,1992.0,5,5,450,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,ben wilson,2021-2022,standard,0.0,0.0,,0.0,0.0,,,90,10.9,90.0,1.0,0.0,,8.2,1.0,1.2,1.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,,,0.0,5.0,5.0,450,5.0,1.0,1.0,2.4,1.8,66.7,0.2,0.4,0.4,0.2,20.0,0.4,0.2,0.2,0.0,50.0,Coventry City
18,Ryan Allsop,eng ENG,GK,Cardiff,30.0,1992.0,43,43,"3,845",42.7,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,ryan allsop,2022-2023,standard,0.02,0.0,0.0,0.02,0.0,0.0,,89,92.9,89.0,0.96,0.0,,0.0,1.07,0.89,1.24,-0.35,-0.35,0.26,0.0,0.05,0.12,0.0,0.0,0.02,0.0,,,0.0,43.0,43.0,"3,845",42.7,1.24,1.24,3.4,2.15,63.4,0.28,0.23,0.49,0.28,27.9,0.09,0.05,0.05,0.0,50.0,Cardiff City
19,Jak Alnwick,eng ENG,GK,Cardiff,29.0,1993.0,4,3,293,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,jak alnwick,2022-2023,standard,0.0,0.0,,0.0,0.0,,,73,7.1,90.0,0.61,0.3,24.0,11.2,1.0,0.91,1.21,-0.3,-0.31,0.07,0.0,0.3,0.61,0.0,0.0,0.0,0.0,,,0.0,4.0,3.0,293,3.3,1.21,1.23,3.03,1.82,60.0,0.3,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,,Cardiff City
20,Jordan Amissah,gh GHA,GK,Sheffield Utd,20.0,2001.0,1,0,13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,jordan amissah,2022-2023,standard,0.0,0.0,,0.0,0.0,,,13,0.3,,0.0,10.0,13.0,130.0,1.0,0.0,0.0,0.0,0.0,-0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,13,0.1,0.0,0.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Sheffield United
21,Ben Amos,eng ENG,GK,Wigan,32.0,1990.0,29,29,"2,572",28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,ben amos,2022-2023,standard,0.0,0.0,,0.0,0.0,,,89,62.1,89.0,0.98,0.0,,0.21,0.9,0.7,1.22,-0.52,-0.52,0.16,0.0,0.03,0.21,0.0,0.0,0.0,0.0,,,0.0,29.0,29.0,"2,572",28.6,1.22,1.22,3.15,1.92,61.1,0.17,0.38,0.45,0.24,24.1,0.1,0.07,0.0,0.03,0.0,Wigan Athletic
39,Daniel Bachmann,at AUT,GK,Watford,28.0,1994.0,45,45,"4,049",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.02,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,daniel bachmann,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,97.8,90.0,0.98,0.0,,0.0,1.38,1.18,1.13,0.04,0.04,-0.94,0.02,0.02,0.13,0.0,0.0,0.0,0.0,,,0.0,45.0,45.0,"4,049",45.0,1.13,1.13,4.13,3.02,72.6,0.36,0.31,0.33,0.36,35.6,0.04,0.04,0.0,0.0,0.0,Watford
55,Nathan Baxter,eng ENG,GK,Hull,23.0,1998.0,12,12,"1,080",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,nathan baxter,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,26.1,90.0,1.0,0.0,,0.67,1.08,1.17,1.75,-0.58,-0.58,-0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,,,0.0,12.0,12.0,"1,080",12.0,1.75,1.75,4.25,2.5,58.8,0.33,0.08,0.58,0.08,8.3,0.17,0.08,0.0,0.08,0.0,Hull City
61,Steven Benda,de GER,GK,Swansea,23.0,1998.0,21,21,"1,860",20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,steven benda,2022-2023,standard,0.0,0.0,,0.0,0.0,,,89,44.9,89.0,0.97,0.0,,0.34,1.57,1.59,1.3,0.29,0.29,0.37,0.0,0.05,0.1,0.0,0.0,0.0,0.0,,,0.0,21.0,21.0,"1,860",20.7,1.3,1.31,3.43,2.13,62.0,0.43,0.29,0.29,0.24,23.8,0.1,0.0,0.05,0.05,100.0,Swansea City
